D_00,D_01,D_02,D_10,D_11,D_12,D_20,D_21,D_22,e0_0,e0_1,e0_2,e1_0,e1_1,e1_2,e2_0,e2_1,e2_2,a,t
3.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1.0
3.0,0.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1.0
3.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2,1.0
1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0
3.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1.0
1.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1.0
4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0
4.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,1.0
4.0,4.0,1.0,4.0,4.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1.0
2.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,1.0
1.0,4.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0
3.0,1.0,1.0,4.0,4.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2,1.0
1.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0
2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0
4.0,4.0,0.0,3.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4,1.0
0.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0
0.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0
1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0
1.0,4.0,2.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5,1.0
1.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1.0
1.0,4.0,2.0,0.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,1.0
2.0,3.0,3.0,2.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1.0,4.0,0.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0
0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
2.0,3.0,4.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0
3.0,4.0,1.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.0
2.0,3.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0
4.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1.0
2.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,1.0
2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0
3.0,2.0,3.0,2.0,3.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
2.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
1.0,4.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
0.0,4.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
0.0,3.0,0.0,0.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0
4.0,3.0,3.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0
2.0,3.0,0.0,3.0,4.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0
4.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0
2.0,3.0,0.0,4.0,1.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4,1.0
2.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2,1.0
3.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0
2.0,4.0,2.0,3.0,4.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1.0
0.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
3.0,0.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
0.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0
4.0,3.0,3.0,0.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,1.0
0.0,4.0,4.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,1.0
3.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0
1.0,4.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0
2.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0
0.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1.0
3.0,4.0,4.0,1.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
0.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1.0
4.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5,1.0
4.0,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0
0.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3,1.0
1.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
2.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1.0
3.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,1.0
0.0,4.0,2.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,1.0
4.0,2.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0
2.0,3.0,2.0,4.0,2.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1.0
0.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0
2.0,3.0,0.0,3.0,1.0,0.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0
3.0,0.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1.0
2.0,2.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0
2.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4,1.0
2.0,0.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
2.0,0.0,0.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0
4.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0
3.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0
1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
3.0,3.0,3.0,4.0,4.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0
4.0,2.0,2.0,3.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0
2.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,1.0
3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
0.0,3.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0
3.0,4.0,3.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0
0.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2,1.0
4.0,0.0,4.0,1.0,4.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
0.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0
0.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0
3.0,4.0,0.0,2.0,4.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0
2.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1.0
4.0,2.0,2.0,4.0,4.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
3.0,4.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4,1.0
1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0
4.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4,1.0
2.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
2.0,0.0,3.0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1.0
4.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1.0
3.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
3.0,0.0,4.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4,1.0
2.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0
2.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0
1.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1.0
1.0,0.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0
1.0,0.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
0.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,1.0
4.0,2.0,2.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2,1.0
1.0,2.0,1.0,0.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
0.0,0.0,4.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5,1.0
3.0,4.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5,1.0
1.0,4.0,4.0,4.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0
4.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,1.0
4.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5,1.0
0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,1.0
1.0,1.0,4.0,3.0,4.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
0.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
0.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,1.0
2.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,1.0
3.0,1.0,4.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
1.0,3.0,1.0,2.0,4.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
3.0,4.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
1.0,1.0,3.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
4.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5,1.0
0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.0
3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1.0
0.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1.0
2.0,3.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0
2.0,0.0,3.0,4.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3,1.0
2.0,0.0,3.0,1.0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0
3.0,1.0,3.0,1.0,3.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0
3.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1.0
4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4,1.0
2.0,4.0,0.0,4.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0
0.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1.0
1.0,1.0,4.0,3.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4,1.0
3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1.0,3.0,1.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
0.0,3.0,3.0,3.0,2.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0
1.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
3.0,0.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,1.0
0.0,0.0,4.0,1.0,0.0,4.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
1.0,2.0,4.0,0.0,3.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5,1.0
1.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0
4.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1.0
2.0,2.0,1.0,0.0,3.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3,1.0
4.0,4.0,2.0,4.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4,1.0
3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0
3.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.0
1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4,1.0
2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
2.0,0.0,4.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0
0.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,1.0
2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1.0
3.0,1.0,0.0,4.0,4.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0
4.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0
3.0,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,1.0
2.0,4.0,3.0,0.0,3.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1.0
2.0,2.0,1.0,3.0,2.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1.0,0.0,4.0,0.0,3.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0
2.0,3.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0
3.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
1.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1.0
1.0,0.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3,1.0
4.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0
0.0,0.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0
4.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0
0.0,4.0,4.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
3.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0
2.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5,1.0
1.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0
2.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3,1.0
3.0,2.0,4.0,3.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0
2.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3,1.0
4.0,2.0,4.0,0.0,4.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
2.0,0.0,4.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.0
0.0,1.0,2.0,4.0,2.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1.0,1.0,2.0,4.0,0.0,3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0
1.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0
